JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2461091.97635,10.996,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.383|CREFERR=0.002|CREFMAG=10.684|CX=1.1567|KMAGINS=-11.946|KMAGSTD=12.121|KMAGTRAN=12.150|KREFERR=0.003|KREFMAG=12.180|KX=1.1597|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.065|VMAGSTD=11.002|VX=1.1590,1,1.161,Z,-13.383,-11.946,None,DY Her,AAVSO,STD,134,,,
2461091.97727,10.646,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.657|CREFERR=0.002|CREFMAG=10.309|CX=1.1540|KMAGINS=-12.314|KMAGSTD=11.652|KMAGTRAN=11.650|KREFERR=0.002|KREFMAG=11.635|KX=1.1570|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.321|VMAGSTD=10.645|VX=1.1563,1,1.158,Z,-13.657,-12.314,None,DY Her,AAVSO,STD,134,,,
2461091.97821,11.004,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.409|CREFERR=0.002|CREFMAG=10.684|CX=1.1513|KMAGINS=-11.971|KMAGSTD=12.122|KMAGTRAN=12.157|KREFERR=0.003|KREFMAG=12.180|KX=1.1542|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.092|VMAGSTD=11.001|VX=1.1535,1,1.155,Z,-13.409,-11.971,None,DY Her,AAVSO,STD,135,,,
2461091.97912,10.615,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.647|CREFERR=0.002|CREFMAG=10.309|CX=1.1487|KMAGINS=-12.322|KMAGSTD=11.634|KMAGTRAN=11.631|KREFERR=0.002|KREFMAG=11.635|KX=1.1516|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.340|VMAGSTD=10.615|VX=1.1509,1,1.153,Z,-13.647,-12.322,None,DY Her,AAVSO,STD,135,,,
2461091.98006,10.979,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.431|CREFERR=0.002|CREFMAG=10.684|CX=1.1461|KMAGINS=-11.999|KMAGSTD=12.117|KMAGTRAN=12.144|KREFERR=0.003|KREFMAG=12.180|KX=1.1489|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.131|VMAGSTD=10.984|VX=1.1482,1,1.15,Z,-13.431,-11.999,None,DY Her,AAVSO,STD,136,,,
2461091.98097,10.626,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.666|CREFERR=0.002|CREFMAG=10.309|CX=1.1436|KMAGINS=-12.321|KMAGSTD=11.654|KMAGTRAN=11.652|KREFERR=0.002|KREFMAG=11.635|KX=1.1464|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.350|VMAGSTD=10.625|VX=1.1457,1,1.148,Z,-13.666,-12.321,None,DY Her,AAVSO,STD,136,,,
2461091.98191,10.973,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.448|CREFERR=0.002|CREFMAG=10.684|CX=1.1410|KMAGINS=-12.008|KMAGSTD=12.124|KMAGTRAN=12.158|KREFERR=0.003|KREFMAG=12.180|KX=1.1438|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.159|VMAGSTD=10.973|VX=1.1431,1,1.145,Z,-13.448,-12.008,None,DY Her,AAVSO,STD,137,,,
2461091.98282,10.6,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.639|CREFERR=0.002|CREFMAG=10.309|CX=1.1386|KMAGINS=-12.307|KMAGSTD=11.641|KMAGTRAN=11.639|KREFERR=0.002|KREFMAG=11.635|KX=1.1414|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.347|VMAGSTD=10.600|VX=1.1407,1,1.143,Z,-13.639,-12.307,None,DY Her,AAVSO,STD,137,,,
2461091.98376,10.932,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.418|CREFERR=0.002|CREFMAG=10.684|CX=1.1362|KMAGINS=-11.975|KMAGSTD=12.126|KMAGTRAN=12.160|KREFERR=0.003|KREFMAG=12.180|KX=1.1389|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.165|VMAGSTD=10.937|VX=1.1382,1,1.14,Z,-13.418,-11.975,None,DY Her,AAVSO,STD,138,,,
2461091.98468,10.577,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.600|CREFERR=0.002|CREFMAG=10.309|CX=1.1338|KMAGINS=-12.267|KMAGSTD=11.642|KMAGTRAN=11.639|KREFERR=0.003|KREFMAG=11.635|KX=1.1365|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.332|VMAGSTD=10.577|VX=1.1358,1,1.138,Z,-13.6,-12.267,None,DY Her,AAVSO,STD,138,,,
2461091.98561,10.912,0.002,,B,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.434|CREFERR=0.002|CREFMAG=10.684|CX=1.1315|KMAGINS=-11.983|KMAGSTD=12.135|KMAGTRAN=12.171|KREFERR=0.003|KREFMAG=12.180|KX=1.1341|TAver=2.71|Tb_bv=0.2330|Tb_bvErr=0.0100|VERR=0.002|VMAGINS=-13.201|VMAGSTD=10.917|VX=1.1335,1,1.135,Z,-13.434,-11.983,None,DY Her,AAVSO,STD,139,,,
2461091.98653,10.558,0.002,,V,BETB,,000-BBX-597,000-BJR-401,X40219EOW,|CMAGINS=-13.622|CREFERR=0.002|CREFMAG=10.309|CX=1.1292|KMAGINS=-12.285|KMAGSTD=11.645|KMAGTRAN=11.643|KREFERR=0.003|KREFMAG=11.635|KX=1.1318|TAver=2.71|Tv_bv=-0.0170|Tv_bvErr=0.0040|VERR=0.002|VMAGINS=-13.373|VMAGSTD=10.558|VX=1.1312,1,1.133,Z,-13.622,-12.285,None,DY Her,AAVSO,STD,139,,,
