JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460881.200931,9.626,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.033|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.880|KREFMAG=10.318|VMAGINS=-13.573|VMAG=9.626,0,1.019,Z,-13.033,-12.886,,ZZ MIC,AAVSO,STD,,,,
2460881.201612,9.624,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.048|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.895|KREFMAG=10.318|VMAGINS=-13.589|VMAG=9.624,0,1.019,Z,-13.048,-12.892,,ZZ MIC,AAVSO,STD,,,,
2460881.202239,9.624,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.050|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.898|KREFMAG=10.318|VMAGINS=-13.592|VMAG=9.624,0,1.019,Z,-13.051,-12.862,,ZZ MIC,AAVSO,STD,,,,
2460881.202834,9.656,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.071|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.918|KREFMAG=10.318|VMAGINS=-13.580|VMAG=9.656,0,1.019,Z,-13.072,-12.911,,ZZ MIC,AAVSO,STD,,,,
2460881.203441,9.619,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.040|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.887|KREFMAG=10.318|VMAGINS=-13.586|VMAG=9.619,0,1.019,Z,-13.040,-12.903,,ZZ MIC,AAVSO,STD,,,,
2460881.204013,9.667,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.067|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.914|KREFMAG=10.318|VMAGINS=-13.566|VMAG=9.667,0,1.018,Z,-13.068,-12.880,,ZZ MIC,AAVSO,STD,,,,
2460881.204606,9.644,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.037|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.884|KREFMAG=10.318|VMAGINS=-13.558|VMAG=9.644,0,1.018,Z,-13.037,-12.874,,ZZ MIC,AAVSO,STD,,,,
2460881.205178,9.629,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.030|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.877|KREFMAG=10.318|VMAGINS=-13.567|VMAG=9.629,0,1.018,Z,-13.031,-12.910,,ZZ MIC,AAVSO,STD,,,,
2460881.205783,9.716,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.096|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.943|KREFMAG=10.318|VMAGINS=-13.545|VMAG=9.716,0,1.018,Z,-13.096,-12.860,,ZZ MIC,AAVSO,STD,,,,
2460881.206379,9.653,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.059|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.907|KREFMAG=10.318|VMAGINS=-13.572|VMAG=9.653,0,1.018,Z,-13.060,-12.895,,ZZ MIC,AAVSO,STD,,,,
2460881.206943,9.604,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.023|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.870|KREFMAG=10.318|VMAGINS=-13.585|VMAG=9.604,0,1.018,Z,-13.024,-12.852,,ZZ MIC,AAVSO,STD,,,,
2460881.207536,9.581,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.022|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.870|KREFMAG=10.318|VMAGINS=-13.607|VMAG=9.581,0,1.018,Z,-13.023,-12.907,,ZZ MIC,AAVSO,STD,,,,
2460881.208107,9.620,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.046|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.893|KREFMAG=10.318|VMAGINS=-13.591|VMAG=9.620,0,1.018,Z,-13.046,-12.871,,ZZ MIC,AAVSO,STD,,,,
2460881.208713,9.660,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.078|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.925|KREFMAG=10.318|VMAGINS=-13.583|VMAG=9.660,0,1.018,Z,-13.078,-12.861,,ZZ MIC,AAVSO,STD,,,,
2460881.209318,9.620,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.049|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.896|KREFMAG=10.318|VMAGINS=-13.595|VMAG=9.620,0,1.018,Z,-13.050,-12.874,,ZZ MIC,AAVSO,STD,,,,
2460881.209890,9.635,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.060|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.907|KREFMAG=10.318|VMAGINS=-13.590|VMAG=9.635,0,1.018,Z,-13.060,-12.894,,ZZ MIC,AAVSO,STD,,,,
2460881.210481,9.633,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.048|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.895|KREFMAG=10.318|VMAGINS=-13.581|VMAG=9.633,0,1.018,Z,-13.049,-12.850,,ZZ MIC,AAVSO,STD,,,,
2460881.211043,9.633,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.052|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.900|KREFMAG=10.318|VMAGINS=-13.585|VMAG=9.633,0,1.018,Z,-13.053,-12.868,,ZZ MIC,AAVSO,STD,,,,
2460881.211650,9.594,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.044|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.891|KREFMAG=10.318|VMAGINS=-13.615|VMAG=9.594,0,1.017,Z,-13.044,-12.877,,ZZ MIC,AAVSO,STD,,,,
2460881.212265,9.604,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.062|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.909|KREFMAG=10.318|VMAGINS=-13.623|VMAG=9.604,0,1.017,Z,-13.062,-12.864,,ZZ MIC,AAVSO,STD,,,,
2460881.212836,9.614,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.062|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.909|KREFMAG=10.318|VMAGINS=-13.614|VMAG=9.614,0,1.017,Z,-13.063,-12.863,,ZZ MIC,AAVSO,STD,,,,
2460881.213516,9.598,0.002,,TG,PEX,,210024-424312,210018-425242,X40493BVR,|CNAME=210024-424312|CDEC=-42.72003|CRA=315.10412|CMAGINS=-13.066|CREFMAG=10.165|KNAME=210018-425242|KDEC=-42.87852|KRA=315.07557|KMAGINS=-12.913|KREFMAG=10.318|VMAGINS=-13.633|VMAG=9.598,0,1.017,Z,-13.066,-12.869,,ZZ MIC,AAVSO,STD,,,,
2461245.050117,9.651,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.460|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.172|KREFMAG=10.165|VMAGINS=-13.687|VMAG=9.651,0,1.489,Z,-13.461,-13.164,None,ZZ Mic,AAVSO,STD,,,,
2461245.050879,9.62,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.417|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.129|KREFMAG=10.165|VMAGINS=-13.675|VMAG=9.620,0,1.483,Z,-13.417,-13.161,None,ZZ Mic,AAVSO,STD,,,,
2461245.051639,9.674,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.466|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.178|KREFMAG=10.165|VMAGINS=-13.669|VMAG=9.674,0,1.477,Z,-13.466,-13.18,None,ZZ Mic,AAVSO,STD,,,,
2461245.052396,9.629,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.441|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.153|KREFMAG=10.165|VMAGINS=-13.690|VMAG=9.629,0,1.472,Z,-13.441,-13.169,None,ZZ Mic,AAVSO,STD,,,,
2461245.053163,9.64,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.457|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.169|KREFMAG=10.165|VMAGINS=-13.694|VMAG=9.640,0,1.466,Z,-13.458,-13.173,None,ZZ Mic,AAVSO,STD,,,,
2461245.05393,9.613,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.467|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.178|KREFMAG=10.165|VMAGINS=-13.731|VMAG=9.613,0,1.461,Z,-13.467,-13.161,None,ZZ Mic,AAVSO,STD,,,,
2461245.054688,9.638,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.463|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.175|KREFMAG=10.165|VMAGINS=-13.702|VMAG=9.638,0,1.455,Z,-13.464,-13.177,None,ZZ Mic,AAVSO,STD,,,,
2461245.055446,9.572,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.432|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.144|KREFMAG=10.165|VMAGINS=-13.737|VMAG=9.572,0,1.45,Z,-13.433,-13.165,None,ZZ Mic,AAVSO,STD,,,,
2461245.056201,9.609,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.471|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.182|KREFMAG=10.165|VMAGINS=-13.739|VMAG=9.609,0,1.445,Z,-13.471,-13.179,None,ZZ Mic,AAVSO,STD,,,,
2461245.056956,9.537,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.430|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.142|KREFMAG=10.165|VMAGINS=-13.771|VMAG=9.537,0,1.439,Z,-13.431,-13.208,None,ZZ Mic,AAVSO,STD,,,,
2461245.057715,9.576,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.468|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.180|KREFMAG=10.165|VMAGINS=-13.769|VMAG=9.576,0,1.434,Z,-13.469,-13.187,None,ZZ Mic,AAVSO,STD,,,,
2461245.058477,9.55,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.463|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.175|KREFMAG=10.165|VMAGINS=-13.791|VMAG=9.550,0,1.429,Z,-13.464,-13.172,None,ZZ Mic,AAVSO,STD,,,,
2461245.059232,9.54,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.461|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.173|KREFMAG=10.165|VMAGINS=-13.798|VMAG=9.540,0,1.424,Z,-13.461,-13.139,None,ZZ Mic,AAVSO,STD,,,,
2461245.059986,9.603,0.003,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.496|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.208|KREFMAG=10.165|VMAGINS=-13.770|VMAG=9.603,0,1.419,Z,-13.496,-13.18,None,ZZ Mic,AAVSO,STD,,,,
2461245.060742,9.516,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.456|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.168|KREFMAG=10.165|VMAGINS=-13.817|VMAG=9.516,0,1.414,Z,-13.456,-13.187,None,ZZ Mic,AAVSO,STD,,,,
2461245.062925,9.427,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.467|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.179|KREFMAG=10.165|VMAGINS=-13.917|VMAG=9.427,0,1.4,Z,-13.468,-13.166,None,ZZ Mic,AAVSO,STD,,,,
2461245.065109,9.432,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.500|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.212|KREFMAG=10.165|VMAGINS=-13.945|VMAG=9.432,0,1.387,Z,-13.5,-13.205,None,ZZ Mic,AAVSO,STD,,,,
2461245.065888,9.363,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.454|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.166|KREFMAG=10.165|VMAGINS=-13.968|VMAG=9.363,0,1.382,Z,-13.454,-13.207,None,ZZ Mic,AAVSO,STD,,,,
2461245.066665,9.359,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.488|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.200|KREFMAG=10.165|VMAGINS=-14.006|VMAG=9.359,0,1.377,Z,-13.488,-13.19,None,ZZ Mic,AAVSO,STD,,,,
2461245.067434,9.326,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.484|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.196|KREFMAG=10.165|VMAGINS=-14.036|VMAG=9.326,0,1.372,Z,-13.485,-13.208,None,ZZ Mic,AAVSO,STD,,,,
2461245.068207,9.273,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.435|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.147|KREFMAG=10.165|VMAGINS=-14.040|VMAG=9.273,0,1.368,Z,-13.436,-13.189,None,ZZ Mic,AAVSO,STD,,,,
2461245.068981,9.268,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.447|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.159|KREFMAG=10.165|VMAGINS=-14.056|VMAG=9.268,0,1.363,Z,-13.448,-13.185,None,ZZ Mic,AAVSO,STD,,,,
2461245.069751,9.213,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.413|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.125|KREFMAG=10.165|VMAGINS=-14.077|VMAG=9.213,0,1.359,Z,-13.414,-13.179,None,ZZ Mic,AAVSO,STD,,,,
2461245.070515,9.255,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.465|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.177|KREFMAG=10.165|VMAGINS=-14.087|VMAG=9.255,0,1.355,Z,-13.465,-13.197,None,ZZ Mic,AAVSO,STD,,,,
2461245.071272,9.254,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.477|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.189|KREFMAG=10.165|VMAGINS=-14.101|VMAG=9.254,0,1.35,Z,-13.477,-13.178,None,ZZ Mic,AAVSO,STD,,,,
2461245.07203,9.288,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.487|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.199|KREFMAG=10.165|VMAGINS=-14.076|VMAG=9.288,0,1.346,Z,-13.487,-13.196,None,ZZ Mic,AAVSO,STD,,,,
2461245.072788,9.249,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.459|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.171|KREFMAG=10.165|VMAGINS=-14.088|VMAG=9.249,0,1.342,Z,-13.46,-13.173,None,ZZ Mic,AAVSO,STD,,,,
2461245.073777,9.258,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.478|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.189|KREFMAG=10.165|VMAGINS=-14.097|VMAG=9.258,0,1.336,Z,-13.478,-13.193,None,ZZ Mic,AAVSO,STD,,,,
2461245.074771,9.264,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.472|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.183|KREFMAG=10.165|VMAGINS=-14.085|VMAG=9.264,0,1.331,Z,-13.472,-13.209,None,ZZ Mic,AAVSO,STD,,,,
2461245.075526,9.269,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.481|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.193|KREFMAG=10.165|VMAGINS=-14.089|VMAG=9.269,0,1.327,Z,-13.481,-13.184,None,ZZ Mic,AAVSO,STD,,,,
2461245.076282,9.248,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.462|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.174|KREFMAG=10.165|VMAGINS=-14.092|VMAG=9.248,0,1.323,Z,-13.462,-13.186,None,ZZ Mic,AAVSO,STD,,,,
2461245.077037,9.259,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.455|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.166|KREFMAG=10.165|VMAGINS=-14.073|VMAG=9.259,0,1.319,Z,-13.455,-13.176,None,ZZ Mic,AAVSO,STD,,,,
2461245.077797,9.293,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.462|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.173|KREFMAG=10.165|VMAGINS=-14.046|VMAG=9.293,0,1.315,Z,-13.462,-13.162,None,ZZ Mic,AAVSO,STD,,,,
2461245.078559,9.294,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.474|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.185|KREFMAG=10.165|VMAGINS=-14.057|VMAG=9.294,0,1.311,Z,-13.474,-13.195,None,ZZ Mic,AAVSO,STD,,,,
2461245.079315,9.304,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.470|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.181|KREFMAG=10.165|VMAGINS=-14.043|VMAG=9.304,0,1.307,Z,-13.47,-13.179,None,ZZ Mic,AAVSO,STD,,,,
2461245.080071,9.303,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.445|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.157|KREFMAG=10.165|VMAGINS=-14.019|VMAG=9.303,0,1.303,Z,-13.445,-13.172,None,ZZ Mic,AAVSO,STD,,,,
2461245.080836,9.352,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.450|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.162|KREFMAG=10.165|VMAGINS=-13.975|VMAG=9.352,0,1.299,Z,-13.45,-13.148,None,ZZ Mic,AAVSO,STD,,,,
2461245.081601,9.355,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.457|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.168|KREFMAG=10.165|VMAGINS=-13.979|VMAG=9.355,0,1.296,Z,-13.457,-13.168,None,ZZ Mic,AAVSO,STD,,,,
2461245.082359,9.35,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.457|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.168|KREFMAG=10.165|VMAGINS=-13.984|VMAG=9.350,0,1.292,Z,-13.457,-13.186,None,ZZ Mic,AAVSO,STD,,,,
2461245.08336,9.378,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.469|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.181|KREFMAG=10.165|VMAGINS=-13.968|VMAG=9.378,0,1.287,Z,-13.469,-13.16,None,ZZ Mic,AAVSO,STD,,,,
2461245.084358,9.34,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.392|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.104|KREFMAG=10.165|VMAGINS=-13.930|VMAG=9.340,0,1.282,Z,-13.393,-13.195,None,ZZ Mic,AAVSO,STD,,,,
2461245.085114,9.419,0.002,,TG,PEX,,205919-425311,210024-424312,X42781CML,|CNAME=205919-425311|CDEC=-42.88661|CRA=314.82917|CMAGINS=-13.426|CREFMAG=9.877|KNAME=210024-424312|KDEC=-42.72003|KRA=315.10412|KMAGINS=-13.138|KREFMAG=10.165|VMAGINS=-13.885|VMAG=9.419,0,1.279,Z,-13.426,-13.152,None,ZZ Mic,AAVSO,STD,,,,
